71,-1,1022,2.65081,886.895,1020,0.0218,0.004,0.143,0.016,0.005,0.0135,0.0065,0.015,0.0692,0.001,0.0006,1e-04,0.0002,0,0,1,0,1247.99,1231.06,1219.92,1211.98,1208.25,1038.93,34.9958,1072.87,26.7,15,46.7,1,1,0.810438,10.1764,35.5033,1.53371,408.044,84.0122,0.476867,0,16.9304,0.647919,10.8302,0.312467,633.337,1015.8,962.949,0.00841624,0.669218,0.42813,635,816.089,6173.51,17299.516
72,-1,1019,2.65081,887.947,1020,0.0357,0.013,0.188,0.019,0.005,0.0182,0.0053,0.014,0.0311,0.001,0.0005,0.0002,0.0003,0,1,0,0,1245.61,1227.24,1215.12,1208.16,1206.39,1037.46,34.9995,1085.2,27.7,15,47.7,1,1,0.773728,10.347,35.5085,1.4783,408.044,84.0055,0.476887,0,16.9336,0.647959,10.3396,0.312394,623.203,1025.63,972.076,0.0087388,0.681577,0.398943,623,816.089,6168.01,16736.732
73,-1,1022,2.65081,890.38,1020,0.0403,0.009,0.207,0.02,0.006,0.012,0.003,0.01,0.053,0.006,0.0012,0.0004,0.0011,1,0,0,0,1239.21,1220.71,1207.97,1202.49,1203.66,1038.52,34.9803,1077.27,27.7,15,47.7,1,1,0.810804,10.6394,35.4873,1.5526,408.044,83.9958,0.476802,0,16.9204,0.647796,10.835,0.312566,638.696,1020.55,967.509,0.00904545,0.693986,0.407368,592,816.089,6175.62,16967.354
92,-1,1292,3.86968,896.256,10001,0.0751,0.012,0.818,0.012,0.006,0.0179,0.0043,0.018,0.0311,0.007,0.0016,0.0012,0.0231,0,1,0,0,1265.71,1242.67,1225.26,1218.84,1222.9,1306.19,35.3299,1071.8,27.7,15,47.7,1,1,0.793885,15.8824,35.8427,1.4538,408.044,82.007,0.448409,0,16.0722,0.594948,9.54562,0.315595,716.535,1025.69,985.335,0.0144623,0.719226,0.386514,0,816.089,6382.77,22125.336
94,-1,1418,4.07525,900.485,2002,0.0652,0.005,0.183,0.036,0.011,0.0142,0.006,0.012,0.0358,0.005,0.0009,0.0003,0.0042,0,0,0,1,1264.82,1226.26,1205.56,1201.15,1216.87,1435.44,38.0146,1057.47,26.7,15,46.7,1,1,0.845069,11.3704,38.5519,1.50027,408.044,84.289,0.442354,0,17.0536,0.584031,9.5918,0.306484,627.675,1028.08,983.123,0.015031,0.723279,0.707284,0,816.089,6438.13,20878.24
95,-1,1377,4.06615,897.155,2002,0.0682,0.014,0.611,0.02,0.004,0.0191,0.0081,0.011,0.0325,0.004,0.0003,0.0002,0.0134,0,0,1,0,1275.19,1242.92,1225.16,1221.04,1232.78,1393.43,38.0025,1071.8,25.7,15,45.7,1,1,0.765808,13.8199,38.5469,1.3599,408.044,84.3598,0.442496,0,17.0569,0.584285,8.69703,0.306666,672.286,1032.84,987.195,0.0152859,0.667408,0.694288,476,816.089,6435.03,21410.496
100,-1,1527,5.08986,881.948,2002,0.0792,0.014,0.647,0.021,0.006,0.0205,0.0075,0.011,0.0383,0.001,0.0007,0.0002,0.0139,0,1,0,0,1298.2,1268.04,1250.72,1246.33,1256.51,1547.69,37.9865,1102.67,27.7,15,47.7,1,1,0.738268,14.1598,38.5648,1.24994,408.044,80.5678,0.403393,0,15.5568,0.516496,7.3191,0.31438,628.339,1054.39,1003.07,0.016659,0.675606,0.508937,555,816.089,6495.45,20921.709
101,-1,1577,3.26346,893.107,10001,0.0662,0.011,0.76,0.025,0.008,0.0168,0.007,0.011,0.0398,0.002,0.0008,1e-04,0.0205,1,0,0,0,1297.99,1264.16,1251.4,1248.28,1254.83,1593.21,35.5371,1094.6,27.7,15,47.7,1,1,0.74498,15.2709,36.0699,1.40329,408.044,83.6117,0.463755,0,16.7276,0.623164,9.42611,0.312308,702.995,1036.83,996.122,0.0169012,0.68114,0.512464,555,816.089,6576.55,25049.234
102,-1,1579,3.06478,899.495,2002,0.0792,0.014,0.647,0.021,0.006,0.0205,0.0075,0.011,0.0383,0.001,0.0007,0.0002,0.0139,0,0,0,1,1297.07,1271.45,1255.56,1250.49,1258.09,1595.88,35.5183,1100,26.7,15,46.7,1,1,0.763884,14.1598,36.0374,1.4722,408.044,84.5985,0.475886,0,17.1497,0.646047,10.0967,0.31063,672.132,1052.48,1003.99,0.0172215,0.691692,0.515108,555,816.089,6554.87,24668.023
103,-1,1577,3.26346,899.477,10001,0.0662,0.011,0.76,0.025,0.008,0.0168,0.007,0.011,0.0398,0.002,0.0008,1e-04,0.0205,0,0,1,0,1297.96,1272.36,1256.5,1251.86,1256.96,1590.09,35.4653,1102.13,27.7,15,47.7,1,1,0.74601,15.2709,36.0201,1.40468,408.044,83.5231,0.463547,0,16.697,0.622776,9.4387,0.312487,693.492,1044.62,1003.59,0.0175521,0.702175,0.494549,563,816.089,6559.46,24498.559
104,-1,1577,3.26346,895.497,10001,0.0662,0.011,0.76,0.025,0.008,0.0168,0.007,0.011,0.0398,0.002,0.0008,1e-04,0.0205,0,1,0,0,1230,1275.55,1259.8,1254.46,1255.97,1591.6,35.5181,1107,26.7,15,46.7,1,1,0.743478,15.2709,36.0732,1.39594,408.044,83.6161,0.464059,0,16.7401,0.623731,9.41683,0.312165,684.703,1052.16,1010.42,0.0178881,0.669615,0.493309,584,816.089,6550.48,23823.572
105,-1,1476,4.06615,898.661,2002,0.0792,0.014,0.647,0.021,0.006,0.0205,0.0075,0.011,0.0383,0.001,0.0007,0.0002,0.0139,0,0,0,1,1299.3,1276.25,1261.2,1254.56,1256.36,1491.97,37.9894,1103.07,26.7,15,46.7,1,1,0.765733,14.1598,38.5507,1.38741,408.044,84.3298,0.442511,0,17.0591,0.584313,8.69622,0.306542,647.101,1057.72,1010.58,0.0182119,0.690131,0.450322,555,816.089,6471.19,21655.852
106,-1,1472,3.85958,893.398,10001,0.0662,0.011,0.76,0.025,0.008,0.0168,0.007,0.011,0.0398,0.002,0.0008,1e-04,0.0205,0,0,1,0,1297.83,1275.37,1260.24,1254.62,1257.18,1487.95,34.9781,1105,27.7,15,47.7,1,1,0.798713,15.2709,35.5308,1.46008,408.044,81.5253,0.44744,0,15.8979,0.593193,9.61297,0.316802,684.985,1046.42,1005.32,0.0184408,0.701796,0.511277,555,816.089,6489.16,22388.271
115,-1,1347,3.86049,896.664,14002,0.1369,0.23,1.482,0.015,0.005,0.0149,0.0042,0.011,0.0339,0.012,0.0193,0.0024,0.035,1,0,0,0,1292.9,1265.9,1247.89,1242.56,1247.74,1360.13,37.1162,1063.53,26.7,15,46.7,1,1,0.796931,20.6425,37.6762,1.42564,408.044,82.9069,0.435357,0,16.4026,0.571561,8.92902,0.311435,776.562,1006.21,966.477,0.0212203,0.739954,0.415675,888,816.089,6450.9,23252.475
119,-1,1323,3.05594,881.127,2006,0.0625,0.018,0.828,0.026,0.005,0.0215,0.0033,0.012,0.0296,0.004,0.0008,0.0002,0.0475,1,0,0,0,1273.69,1271.25,1263.95,1256.19,1249.63,1337.04,35.0243,1076.13,25.7,15,45.7,1,1,0.669873,19.4684,35.5242,1.29232,408.044,84.1663,0.476415,0,16.9243,0.647055,8.93465,0.313007,750.792,1034.84,984.503,0.0225866,0.772089,0.211858,888,816.089,6447.18,24152.555
127,-1,1264,3.05467,895.74,3009,0.0595,0.055,1.021,0.026,0.007,0.0139,0.0016,0.011,0.0262,0.001,0.0649,0.0007,0.0143,1,0,0,0,1269.61,1263.19,1257.64,1254.3,1253.89,1280.24,35.0305,1069.73,26.7,15,46.7,1,1,0.747823,15.796,35.5219,1.42817,408.044,83.7125,0.471087,0,16.7339,0.636931,9.78662,0.313742,759.385,1021.8,979.234,0.0256367,0.811432,0.578133,888,816.089,6410.03,23493.973
130,-1,1264,3.05467,895.104,3009,0.0616,0.057,0.991,0.021,0.013,0.0173,0.001,0.01,0.0291,0.003,0.0733,0.0002,0.0119,0,1,0,0,1262.75,1261.17,1254.88,1244.86,1230.15,1278.88,35.0491,1039.87,25.7,15,45.7,1,1,0.8245,15.5263,35.5208,1.54326,408.044,83.7579,0.471082,0,16.7332,0.636922,10.7901,0.313905,791.918,1001.44,960.475,0.0267603,0.822172,0.437405,888,816.089,6426.66,23142.504
133,-1,1336,3.25503,897.456,12003,0.0815,0.017,1.782,0.197,0.006,0.016,0.0035,0.01,0.04,0.104,0.0011,0.0011,0.0099,0,0,1,0,1266.28,1265.58,1259.19,1247.52,1231.45,1350.13,34.9989,1085.87,27.7,15,47.7,1,1,0.749089,17.196,35.5195,1.4138,408.044,84.0607,0.475457,0,16.888,0.645227,9.9577,0.313089,738.983,1031.68,997.386,0.027551,0.812745,0.601416,0,816.089,6432,23716.102
135,-1,1336,3.25503,894.925,12003,0.0815,0.017,1.782,0.197,0.006,0.016,0.0035,0.01,0.04,0.104,0.0011,0.0011,0.0099,1,0,0,0,1269.88,1269.8,1267.17,1262.05,1253.26,1349.16,34.9784,1090.27,25.7,15,45.7,1,1,0.74838,17.196,35.5182,1.4257,408.044,84.0659,0.475603,0,16.8926,0.645506,9.95368,0.313056,734.86,1034.9,1000.25,0.0281509,0.820532,0.364384,319,816.089,6433.52,23381.014
156,-1,1105,3.55647,889.218,10001,0.064,0.013,0.94,0.027,0.01,0.0148,0.0055,0.013,0.0321,0.004,0.0005,0.0002,0.0551,0,0,0,1,1269.91,1266.57,1256.36,1248.69,1237.65,1115.9,35.0004,1103.87,26.7,15,46.7,1,1,0.768294,20.8561,35.5376,1.4493,408.044,83.1284,0.464531,0,16.5083,0.624612,9.82063,0.314475,740.052,1043.75,1003.42,0.0361401,0.867151,0.8,694,816.089,6246.86,18285.195
173,-1,886,3.86968,891.032,10001,0.0655,0.013,0.767,0.029,0.008,0.0199,0.0089,0.011,0.0359,0.002,0.0009,1e-04,0.0211,0,0,1,0,1265.99,1251.37,1240.32,1233.16,1231.39,896.747,37.2041,1095.27,36.7,15,56.7,1,1,0.750818,15.3667,37.7805,1.3198,408.044,83.0305,0.4368,0,16.5025,0.57412,8.44312,0.310424,690.624,1035.08,992.28,0.0413847,0.858035,0.8,0,816.089,6062.41,14712.957
174,-1,943,3.55647,892.928,10001,0.0644,0.012,0.84,0.024,0.008,0.0136,0.0059,0.011,0.0284,0.004,0.0007,1e-04,0.0321,0,1,0,0,1250.26,1229.72,1217.2,1210.31,1210.18,953.857,35.3551,1074.67,35.7,15,55.7,1,1,0.807907,17.1594,35.8702,1.5144,408.044,83.2258,0.461129,0,16.5408,0.618279,10.1558,0.313709,753.494,1017.32,978.073,0.0416822,0.862937,0.720436,0,816.089,6123.48,16997.428
177,-1,839,3.88046,901.531,12004,0.0932,0.428,2.624,0.026,0.007,0.0074,0.001,0.016,0.027,0.066,0.0243,0.001,0.0144,0,0,1,0,1275.83,1256.76,1244.74,1237.68,1240.87,849.481,35.7883,1089.93,31.7,15,51.7,1,1,0.828002,20.016,36.3249,1.48421,408.044,81.5324,0.436493,0,15.8555,0.573575,9.48563,0.31603,766.108,1036.58,1001.06,0.0426541,0.875211,0.707544,0,816.089,6047.25,16470.814
179,-1,933,3.06576,902.919,12004,0.0833,0.531,2.215,0.512,0.008,0.0081,0.0006,0.012,0.0285,0.213,0.0199,0.0022,0.0031,1,0,0,0,1257.62,1262.21,1256.81,1248.29,1237.56,945.576,34.9906,1074.8,34.7,15,54.7,1,1,0.77245,19.1489,35.5145,1.45343,408.044,84.0631,0.473847,0,16.8284,0.642163,10.21,0.313812,841.28,1014.53,981.295,0.0433367,0.81519,0.374353,0,816.089,6178.66,22736.334
180,-1,933,3.06576,905.404,12004,0.0833,0.531,2.215,0.512,0.008,0.0081,0.0006,0.012,0.0285,0.213,0.0199,0.0022,0.0031,0,0,0,1,1233.54,1227.35,1217.6,1207.44,1195.62,945.739,35.0083,1047.67,40.7,15,60.7,1,1,0.894284,19.1489,35.5115,1.67817,408.044,84.07,0.47302,0,16.7977,0.640593,11.7861,0.314207,897.872,983.273,950.419,0.0437865,0.819141,0.219668,45,816.089,6208.13,24279.068
182,-1,943,3.55647,900.112,10001,0.0644,0.012,0.84,0.024,0.008,0.0136,0.0059,0.011,0.0284,0.004,0.0007,1e-04,0.0321,0,1,0,0,1239.1,1224.57,1213.29,1204.61,1199.86,952.495,35.7084,1079.33,30.7,15,50.7,1,1,0.761555,17.1594,36.2414,1.4169,408.044,83.2661,0.45709,0,16.5656,0.610811,9.38897,0.312816,740.744,1023.08,983.044,0.0447679,0.834053,0.628777,11,816.089,6119.59,17058.127
191,-1,886,3.86968,898.183,10001,0.0655,0.013,0.767,0.029,0.008,0.0199,0.0089,0.011,0.0359,0.002,0.0009,1e-04,0.0211,1,0,0,0,1241.24,1230.58,1228.5,1223.99,1218.51,895.994,35.653,1088.73,26.7,15,46.7,1,1,0.783831,15.3667,36.1893,1.34231,408.044,79.9221,0.421896,0,15.2682,0.548002,8.55129,0.318844,686.188,1033.56,992.093,0.0475858,0.83458,0.764233,0,816.089,6047.46,14598.26
195,-1,1270,5.08131,881.028,4001,0.11,0.006,0.412,0.02,0.01,0.0144,0.0051,0.013,0.0432,0.008,0.001,0.0003,0.0003,1,0,0,0,1235.51,1218.86,1209.04,1203.8,1204.36,1285.2,42.0029,1057.47,26.7,15,46.7,1,1,0.61512,12.0087,42.6295,1.0397,376.584,81.1608,0.40239,0,17.1537,0.514817,6.01681,0.29363,642.604,992.831,901.364,0,0,0,0,753.168,6318.13,18249.783
197,-1,985,6.11213,928.734,6001,0.0014,0.002,0.107,0.031,0.008,0.015,0.0083,0.01,0.045,0.002,0.0439,1e-04,0.0002,0,0,1,0,1222.54,1214.14,1207.01,1199.12,1190.91,1002.83,43.9962,1050,25.7,15,45.7,1,1,0.945378,10.4791,44.7034,1.53608,376.584,80.5532,0.378337,0,16.9129,0.475357,8.31368,0.294914,606.16,1020.5,961.974,0.0005965,0.154249,0.574135,0,753.168,6109.87,14868.758
198,-1,1224,5.09851,931.961,6001,0.0017,0.004,0.099,0.024,0.007,0.0179,0.0076,0.011,0.034,0.001,0.0382,1e-04,0.0002,0,1,0,0,1229.25,1214.15,1203.86,1197.51,1196.3,1242.5,44.0161,1046.93,24.7,15,44.7,1,1,0.81531,10.4352,44.723,1.39957,376.584,83.991,0.411571,0,18.4067,0.530298,8.03653,0.285882,615.569,1022.11,962.092,0.00074811,0.180802,0.652645,0,753.168,6283.89,18406.291
199,-1,1283,4.57621,881.599,4001,0.11,0.006,0.412,0.02,0.01,0.0144,0.0051,0.013,0.0432,0.008,0.001,0.0003,0.0003,1,0,0,0,1229.38,1216.49,1208.1,1203.12,1202.26,1296.52,42.006,1047.27,25.7,15,45.7,1,1,0.607102,12.0087,42.6171,1.05466,376.584,82.7524,0.418546,0,17.8372,0.542223,6.2799,0.289666,656.364,988.564,899.957,0.00091762,0.217694,0.611022,0,753.168,6342.39,19221.404
217,-1,1059,2.8617,899.656,1009,0.0324,0.008,0.231,0.021,0.008,0.0111,0.0076,0.009,0.05,0.002,0.0002,0.0002,0.0003,0,0,1,0,1250.34,1231.42,1216.2,1208.81,1206.01,1079.82,35.0044,1060.6,26.7,15,46.7,1,1,0.894555,10.4874,35.4999,1.74949,376.584,81.2197,0.48351,0,17.1646,0.6607,12.7446,0.300306,654.816,1010.88,958.302,0.00653414,0.727255,0.192892,0,753.168,6201.27,17573.996
221,-1,1022,2.65081,890.436,1020,0.0424,0.005,0.208,0.018,0.005,0.0118,0.0053,0.006,0.0403,0.004,0.001,0.0009,0,0,0,1,0,1245.43,1224,1209.59,1201.85,1202.45,1043.2,35.0153,1053.2,29.7,15,49.7,1,1,0.810357,10.499,35.5069,1.56317,376.584,80.4728,0.474443,0,16.846,0.643297,11.1745,0.301554,654.173,1002.89,951.525,0.00788135,0.770411,0.8,108,753.168,6173.23,17318.441
222,-1,1022,2.65081,893.374,1019,0.0428,0.016,0.196,0.019,0.009,0.0135,0.0092,0.016,0.0403,0.005,0.0008,1e-04,0.0009,0,1,0,0,1249.28,1223.23,1207.93,1199.74,1197.88,1042.05,33.0912,1046.93,26.7,15,46.7,1,1,0.852848,11.8289,33.5496,1.58455,376.584,77.7597,0.467154,0,15.6728,0.629522,11.7883,0.3108,719.14,994.96,946.945,0.00814238,0.773723,0.656836,888,753.168,6184.63,17086.45
223,-1,1022,2.65081,891.921,1019,0.0438,0.01,0.173,0.025,0.008,0.0141,0.0053,0.01,0.0374,0.005,0.0012,1e-04,0.0011,1,0,0,0,1247.47,1232.18,1222.8,1222.15,1228.85,1040.91,33.462,1072.98,26.7,15,46.7,1,1,0.766519,11.767,33.9452,1.4321,376.584,78.3096,0.468832,0,15.9146,0.632677,10.5962,0.308791,692.693,1010.49,960.592,0.00845813,0.779739,0.501263,718,753.168,6174.48,16830.23
225,-1,1237,4.27856,900.302,2002,0.0615,0.01,0.245,0.018,0.006,0.0194,0.0043,0.008,0.0385,0.001,1e-04,0.0002,0.0045,0,0,1,0,1267.08,1243.3,1227.39,1220.75,1222.33,1251.29,38.0056,1069.4,26.7,15,46.7,1,1,0.81251,11.448,38.5518,1.39121,376.584,79.0258,0.421808,0,16.2615,0.54785,8.93709,0.30053,614.328,1032.84,986.297,0.00906455,0.743256,0.749524,0,753.168,6286.88,17877.195
226,-1,1312,3.56041,903.37,2002,0.0615,0.01,0.245,0.018,0.006,0.0194,0.0043,0.008,0.0385,0.001,1e-04,0.0002,0.0045,0,1,0,0,1275.55,1253.61,1236.08,1230.87,1234.89,1327.61,35.8263,1088.87,26.7,15,46.7,1,1,0.854468,11.448,36.3559,1.51962,376.584,78.6821,0.443332,0,16.1177,0.585786,10.4315,0.303432,610.805,1048.97,1000.18,0.00932962,0.698289,0.547152,0,753.168,6337.3,18866.09
227,-1,1506,3.86968,895.243,10001,0.0662,0.011,0.76,0.025,0.008,0.0168,0.007,0.011,0.0398,0.002,0.0008,1e-04,0.0205,1,0,0,0,1252.41,1245.98,1239.64,1233.38,1225.15,1519.51,35.0059,1074,26.7,15,46.7,1,1,0.800681,15.2709,35.5296,1.42464,376.584,77.9575,0.443596,0,15.7608,0.586261,9.89706,0.306814,714.85,1021.6,981.593,0.00957982,0.70704,0.472474,0,753.168,6490.72,23890.043
228,-1,1506,3.86968,897.653,10001,0.0662,0.011,0.76,0.025,0.008,0.0168,0.007,0.011,0.0398,0.002,0.0008,1e-04,0.0205,0,0,0,1,1264.26,1246.68,1233.54,1224.79,1217.37,1516.89,37.1296,1081.53,27.7,15,47.7,1,1,0.754975,15.2709,37.6806,1.38194,376.584,81.0455,0.452904,0,17.0657,0.603131,9.36284,0.29742,707.34,1029.22,986.622,0.00991174,0.718365,0.579658,0,753.168,6491.94,23351.61
230,-1,1481,3.05467,904.252,2002,0.0792,0.014,0.647,0.021,0.006,0.0205,0.0075,0.011,0.0383,0.001,0.0007,0.0002,0.0139,0,1,0,0,1265.21,1252.16,1240.27,1231.74,1228.63,1498.72,35.622,1076.6,26.7,15,46.7,1,1,0.797208,14.1598,36.1336,1.50043,376.584,81.1788,0.473994,0,17.1271,0.642442,10.8799,0.299388,694.181,1035.44,988.193,0.0104924,0.750796,0.689213,0,753.168,6474.23,23576.492
231,-1,1510,3.5801,881.97,2002,0.0625,0.007,0.438,0.029,0.007,0.0137,0.0075,0.011,0.0207,0.003,0.0002,0.0002,0.0138,1,0,0,0,1267.24,1257.15,1250.64,1242.01,1230.6,1526.15,34.9889,1097.87,26.7,15,46.7,1,1,0.799479,13.297,35.5202,1.43089,376.584,78.1462,0.446857,0,15.8725,0.592139,9.9971,0.305989,651.712,1048.59,999.496,0.0108277,0.762986,0.663517,0,753.168,6470.79,21951.197
232,-1,1361,3.56998,880.995,2002,0.0625,0.007,0.438,0.029,0.007,0.0137,0.0075,0.011,0.0207,0.003,0.0002,0.0002,0.0138,0,0,0,1,1269.06,1253.42,1241.83,1231.52,1226.39,1380.36,36.3209,1096.4,26.7,15,46.7,1,1,0.768128,13.297,36.8617,1.40334,376.584,80.1135,0.452971,0,16.6973,0.603254,9.63346,0.300037,651.958,1049.5,998.985,0.0111094,0.764954,0.629383,0,753.168,6388.59,19997.076
233,-1,1230,2.60782,880.508,10001,0.0644,0.012,0.84,0.024,0.008,0.0136,0.0059,0.011,0.0284,0.004,0.0007,1e-04,0.0321,0,0,1,0,1268.14,1249.68,1236.94,1229.35,1227.37,1242.38,34.9893,1078.6,26.7,15,46.7,1,1,0.620467,17.1594,35.5119,1.23199,376.584,82.8424,0.501406,0,17.8059,0.695964,9.43133,0.29853,766.067,1019.75,981.539,0.0114287,0.777174,0.643282,0,753.168,6356.98,22468.297
235,-1,1275,3.25503,895.114,12003,0.0752,0.011,1.788,0.225,0.007,0.0178,0.0036,0.013,0.0306,0.108,0.0004,0.0006,0.0097,1,0,0,0,1269.22,1260.11,1252.54,1242.93,1231.77,1289.63,35.3726,1081.6,27.7,15,47.7,1,1,0.736935,17.0639,35.9061,1.43442,376.584,81.5976,0.481058,0,17.2729,0.655963,10.3478,0.299486,755.642,1021.37,986.607,0.0122404,0.79836,0.8,0,753.168,6379.89,22039.516
239,-1,1174,3.56189,868.789,2006,0.07,0,0.825,0,0,0.023,0,0,0.03,0,0,0,0.045,1,0,0,0,1278.15,1266.2,1256.4,1247.56,1241.7,1186.97,35.9722,1075.4,48.7,15,68.7,1,1,0.700741,19.0202,36.4974,1.44819,376.584,84.8325,0.51124,0,18.6589,0.715883,10.8936,0.293717,820.502,998.258,949.363,0.0139429,0.82403,0.8,0,753.168,6344.4,23985.146
244,-1,1251,3.09565,869.127,10001,0.065,0,0.95,0,0,0,0,0,0.03,0,0,0,0.055,0,0,0,1,1275.72,1265.02,1254.14,1244.87,1233.93,1261.43,34.9859,1099.13,43.7,15,63.7,1,1,0.666463,20.7698,35.531,1.33482,376.584,82.432,0.495667,0,17.6115,0.684518,9.91782,0.299236,794.182,1013.82,975.845,0.0158221,0.840677,0.624794,0,753.168,6389.2,22849.422
246,-1,1148,3.56189,878.019,2006,0.068,0.011,0.823,0.019,0.005,0.0225,0.0047,0.01,0.0352,0.002,0.0009,1e-04,0.0443,0,1,0,0,1268.28,1260.45,1250.32,1241.56,1231.38,1161.41,35.013,1103.8,36.7,15,56.7,1,1,0.651557,19.0415,35.5324,1.34017,376.584,83.321,0.507052,0,18.0168,0.707351,10.1083,0.297831,764.001,1036.07,985.42,0.0164206,0.848958,0.534814,0,753.168,6304.44,21168.72
